Hungate_id|Hungate_id_ori|number_id|kingdom|phylum|class|order|family|genus|species|species_strain|level_covered|Family/Order|Genus/Species|Strain|Culture_collection|Origin|Comments|References|Source
Genome_HUN273|HUN273|406|Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter|Methanobrevibacter millerae|Methanobrevibacter millerae_ZA-10|7|Methanobacteriaceae|Methanobrevibacter millerae |ZA-10|DSM 16643|Cow rumen/Australia|Type strain|[84]|DSMZ
Genome_HUN274|HUN274|407|Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter|Methanobrevibacter olleyae|Methanobrevibacter olleyae_1H5-1P|7|Methanobacteriaceae|Methanobrevibacter olleyae |1H5-1P|DSM 16632|Sheep rumen/Australia|Type strain|[84]|DSMZ
Genome_HUN166|HUN166|408|Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter|Methanobrevibacter wolinii|Methanobrevibacter wolinii_SH|7|Methanobacteriaceae|Methanobrevibacter wolinii|SH||Sheep faeces/USA|Type strain|[82;83]|
Genome_HUN195|HUN195|409|Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanomicrobium|Methanomicrobium mobile|Methanomicrobium mobile_1|7|Methanomicrobiaceae|Methanomicrobium mobile|1|DSM 1539|Cow rumen/USA|Type strain|[85]|DSMZ
Genome_HUN272|HUN272|410|Archaea|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanosarcina||Methanosarcina_Ms 97|6|Methanosarcinaceae|Methanosarcina sp. |Ms 97|DSM 11855|Sheep rumen/Germany|||DSMZ
Genome_NH1|NonHun1|411|Bacteria|Actinobacteria|Actinobacteria|Corynebacteriales|Corynebacteriaceae|Corynebacterium|Corynebacterium vitaeruminis|Corynebacterium vitaeruminis_|7|Corynebacteriaceae|Corynebacterium vitaeruminis||DSM 20294|Cow rumen/USA|Type strain|[86]|
Genome_NH2|NonHun2|412|Bacteria|Actinobacteria|Actinobacteria|Propionibacteriales|Pseudonocardiaceae|Prauserella|Prauserella rugosa|Prauserella rugosa_|7|Pseudonocardiaceae|Prauserella rugosa||DSM 43194|Cow rumen/Italy|Type strain|[87]|
Genome_NH3|NonHun3|413|Bacteria|Actinobacteria|Coriobacteriia|Eggerthellales|Eggerthellaceae|Slackia|Slackia heliotrinireducens|Slackia heliotrinireducens_RHS 1|7|Eggerthellaceae|Slackia heliotrinireducens* |RHS 1|DSM 20476|Sheep rumen/Australia|Type strain|[88]|
Genome_NH4|NonHun4|414|Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides ovatus|Bacteroides ovatus_NLAE-zl-C11|7|Bacteroidaceae|Bacteroides ovatus|NLAE-zl-C11||Cow faeces enrichment/USA||[89]|
Genome_NH5|NonHun5|415|Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides ovatus|Bacteroides ovatus_NLAE-zl-C34|7|Bacteroidaceae|Bacteroides ovatus|NLAE-zl-C34||Cow faeces enrichment/USA||[89]|
Genome_NH6|NonHun6|416|Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides thetaiotaomicron|Bacteroides thetaiotaomicron_NLAE-zl-C523|7|Bacteroidaceae|Bacteroides thetaiotaomicron|NLAE-zl-C523||Cow faeces enrichment/USA||[89]|
Genome_NH7|NonHun7|417|Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides thetaiotaomicron|Bacteroides thetaiotaomicron_NLAE-zl-G288|7|Bacteroidaceae|Bacteroides thetaiotaomicron|NLAE-zl-G288||Goat faeces enrichment/USA||[89]|
Genome_NH8|NonHun8|418|Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides xylanisolvens|Bacteroides xylanisolvens_NLAE-zl-C29|7|Bacteroidaceae|Bacteroides xylanisolvens|NLAE-zl-C29||Cow faeces enrichment/USA||[89]|
Genome_NH9|NonHun9|419|Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides xylanisolvens|Bacteroides xylanisolvens_NLAE-zl-C182|7|Bacteroidaceae|Bacteroides xylanisolvens|NLAE-zl-C182||Cow faeces enrichment/USA||[89]|
Genome_NH10|NonHun10|420|Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides xylanisolvens|Bacteroides xylanisolvens_NLAE-zl-C339|7|Bacteroidaceae|Bacteroides xylanisolvens|NLAE-zl-C339||Cow faeces enrichment/USA||[89]|
Genome_NH11|NonHun11|421|Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides xylanisolvens|Bacteroides xylanisolvens_NLAE-zl-G310|7|Bacteroidaceae|Bacteroides xylanisolvens|NLAE-zl-G310||Goat faeces enrichment/USA||[89]|
Genome_NH12|NonHun12|422|Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Bacteroidaceae|Bacteroides|Bacteroides xylanisolvens|Bacteroides xylanisolvens_NLAE-zl-G421|7|Bacteroidaceae|Bacteroides xylanisolvens|NLAE-zl-G421||Goat faeces enrichment/USA||[89]|
Genome_NH13|NonHun13|423|Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Porphyromonadaceae|Porphyromonas|Porphyromonas levii|Porphyromonas levii_LEV|7|Porphyromonadaceae|Porphyromonas levii |LEV|DSM 23370|Cow rumen/USA||[90]|
Genome_NH14|NonHun14|424|Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella albensis|Prevotella albensis_M384|7|Prevotellaceae|Prevotella albensis |M384|DSM 11370|Sheep rumen/UK|Type strain|[91]|
Genome_NH15|NonHun15|425|Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella brevis|Prevotella brevis_GA 33|7|Prevotellaceae|Prevotella brevis|GA 33|ATCC 19188|Cow rumen/USA|Type strain|[91]|
Genome_NH16|NonHun16|426|Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella bryantii|Prevotella bryantii_B14|7|Prevotellaceae|Prevotella bryantii*|B14|DSM 11371|Cow rumen/USA|Type strain|[91;92]|
Genome_NH17|NonHun17|427|Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella ruminicola|Prevotella ruminicola_23|7|Prevotellaceae|Prevotella ruminicola*|23|ATCC 19189|Cow rumen/USA|Type strain|[91;92]|
Genome_NH18|NonHun18|428|Bacteria|Bacteroidetes|Bacteroidia|Bacteroidales|Prevotellaceae|Prevotella|Prevotella ruminicola|Prevotella ruminicola_|7|Prevotellaceae|Prevotella ruminicola||ATCC 19189|Cow rumen/USA|Type strain|[91;92]|
Genome_NH19|NonHun19|429|Bacteria|Fibrobacteres|Fibrobacteria|Fibrobacterales|Fibrobacteraceae|Fibrobacter|Fibrobacter succinogenes subsp. Succinogenes|Fibrobacter succinogenes subsp. Succinogenes_S85|7|Fibrobacteraceae|Fibrobacter succinogenes subsp. succinogenes*|S85|ATCC 19169|Cow rumen/USA|Type strain|[93]|
Genome_NH20|NonHun20|430|Bacteria|Firmicutes|Bacilli|Bacillales|Bacillaceae|Bacillus|Bacillus nealsonii|Bacillus nealsonii_AAU1|7|Bacillaceae|Bacillus nealsonii |AAU1||Buffalo rumen/India||[94]|
Genome_NH21|NonHun21|431|Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium intestinale|Clostridium intestinale_Catt39|7|Clostridiaceae|Clostridium intestinale|Catt39|DSM 6191|Cow faeces/Japan|Type strain|[95]|
Genome_NH22|NonHun22|432|Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Clostridium|Clostridium sartagoforme|Clostridium sartagoforme_AAU1|7|Clostridiaceae|Clostridium sartagoforme|AAU1||Buffalo rumen/India|||
Genome_NH23|NonHun23|433|Bacteria|Firmicutes|Clostridia|Clostridiales|Clostridiaceae|Oxobacter|Oxobacter pfennigii|Oxobacter pfennigii_V5-2|7|Clostridiaceae|Oxobacter pfennigii|V5-2|DSM 3222|Cow rumen/USA|Type strain|[96]|
Genome_NH24|NonHun24|434|Bacteria|Firmicutes|Clostridia|Clostridiales|Eubacteriaceae|Eubacterium|Eubacterium limosum|Eubacterium limosum_SA11|7|Eubacteriaceae|Eubacterium limosum|SA11||Sheep rumen/NZ||[97]|
Genome_NH25|NonHun25|435|Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio fibrisolvens|Butyrivibrio fibrisolvens_D1|7|Lachnospiraceae|Butyrivibrio fibrisolvens |D1|DSM 3071|Cow rumen/USA|Type strain|[53]|
Genome_NH26|NonHun26|436|Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio hungatei|Butyrivibrio hungatei_JK 615|7|Lachnospiraceae|Butyrivibrio hungatei|JK 615|DSM 14810|Sheep rumen/Czech republic|Type strain|[54]|
Genome_NH27|NonHun27|437|Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio hungatei|Butyrivibrio hungatei_MB2003|7|Lachnospiraceae|Butyrivibrio hungatei|MB2003||Cow rumen/NZ||[8;98]|
Genome_NH28|NonHun28|438|Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Butyrivibrio|Butyrivibrio proteoclasticus|Butyrivibrio proteoclasticus_B316|7|Lachnospiraceae|Butyrivibrio proteoclasticus*|B316|DSM 14932|Cow rumen/NZ|Type strain|[99}|
Genome_NH29|NonHun29|439|Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Cellulosilyticum|Cellulosilyticum ruminicola|Cellulosilyticum ruminicola_H1|7|Lachnospiraceae|Cellulosilyticum ruminicola|H1|JCM 14822|Yak rumen/China|Type strain|[100;101]|
Genome_NH30|NonHun30|440|Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Eubacterium|Eubacterium cellulosolvens|Eubacterium cellulosolvens_6|7|Lachnospiraceae|Eubacterium cellulosolvens|6||Sheep rumen/South Africa|Type strain|[102]|
Genome_NH31|NonHun31|441|Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Eubacterium|Eubacterium ruminantium|Eubacterium ruminantium_GA 195|7|Lachnospiraceae|Eubacterium ruminantium|GA 195|ATCC 17233|Cow rumen/USA|Type strain|[103]|
Genome_NH32|NonHun32|442|Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Eubacterium|Eubacterium uniforme|Eubacterium uniforme_X3C39|7|Lachnospiraceae|Eubacterium uniforme|X3C39|ATCC 35992|Sheep rumen/South Africa|Type strain|[104]|
Genome_NH33|NonHun33|443|Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Eubacterium|Eubacterium xylanophilum|Eubacterium xylanophilum_X6C58|7|Lachnospiraceae|Eubacterium xylanophilum |X6C58|ATCC 35991|Sheep rumen/South Africa|Type strain|[104]|
Genome_NH34|NonHun34|444|Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Lachnoclostridium|Lachnoclostridium celerecrescens|Lachnoclostridium celerecrescens_18A|7|Lachnospiraceae|Lachnoclostridium celerecrescens|18A|DSM 5628|Cow faeces enrichment/Spain||[105]|
Genome_NH35|NonHun35|445|Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|||Lachnospiraceae_JC7|5|Lachnospiraceae|Lachnospiraceae bacterium |JC7||Cow rumen/Australia|Oribacterium sinus 95%||
Genome_NH36|NonHun36|446|Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Pseudobutyrivibrio|Pseudobutyrivibrio xylanivorans  |Pseudobutyrivibrio xylanivorans  _Mz 5|7|Lachnospiraceae|Pseudobutyrivibrio xylanivorans  |Mz 5|DSM 14809|Cow rumen/Slovenia|Type strain|[54]|
Genome_NH37|NonHun37|447|Bacteria|Firmicutes|Clostridia|Clostridiales|Lachnospiraceae|Pseudobutyrivibrio|Pseudobutyrivibrio xylanivorans  |Pseudobutyrivibrio xylanivorans  _MA3014|7|Lachnospiraceae|Pseudobutyrivibrio xylanivorans  |MA3014||Cow rumen/NZ||[8;98]|
Genome_NH38|NonHun38|448|Bacteria|Firmicutes|Bacilli|Lactobacillales|Lactobacillaceae|Lactobacillus|Lactobacillus ruminis|Lactobacillus ruminis_RF3|7|Lactobacillaceae|Lactobacillus ruminis|RF3|ATCC 27782|Cow rumen/UK||[106]|
Genome_NH39|NonHun39|449|Bacteria|Firmicutes|Clostridia|Clostridiales|Oscillospiraceae|Oscillibacter|Oscillibacter ruminantium|Oscillibacter ruminantium_GH1|7|Oscillospiraceae|Oscillibacter ruminantium|GH1|JCM 18333|Cow rumen/Korea||[107]|
Genome_NH40|NonHun40|450|Bacteria|Firmicutes|Clostridia|Clostridiales|Peptococcaceae|Desulfotomaculum|Desulfotomaculum ruminis|Desulfotomaculum ruminis_DL|7|Peptococcaceae|Desulfotomaculum ruminis* |DL|DSM 2154|Sheep rumen/UK|Type strain|[108; 109]|
Genome_NH41|NonHun41|451|Bacteria|Firmicutes|Clostridia|Clostridiales|Peptostreptococcaceae|Peptoclostridium||Peptoclostridium_NCR|6|Peptostreptococcaceae|Peptoclostridium sp.|NCR||Buffalo rumen/India||[110]|
Genome_NH42|NonHun42|452|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminiclostridium|Ruminiclostridium cellobioparum|Ruminiclostridium cellobioparum_Cc|7|Ruminococcaceae|Ruminiclostridium cellobioparum|Cc|ATCC 15832|Cow rumen/USA|Type strain|[111]|
Genome_NH43|NonHun43|453|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus albus|Ruminococcus albus_7|7|Ruminococcaceae|Ruminococcus albus* |7|DSM 20455|Cow rumen/USA|Type strain|[112; 113]|
Genome_NH44|NonHun44|454|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus albus|Ruminococcus albus_8|7|Ruminococcaceae|Ruminococcus albus* |8||Cow rumen/USA||[114]|
Genome_NH45|NonHun45|455|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus albus|Ruminococcus albus_SY3|7|Ruminococcaceae|Ruminococcus albus |SY3||Sheep rumen/UK||[115]|
Genome_NH46|NonHun46|456|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus flavefaciens|Ruminococcus flavefaciens_FD-1|7|Ruminococcaceae|Ruminococcus flavefaciens*|FD-1||Cow rumen/USA||[112;116]|
Genome_NH47|NonHun47|457|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus flavefaciens|Ruminococcus flavefaciens_17|7|Ruminococcaceae|Ruminococcus flavefaciens|17|DSM 25089|Cow rumen/UK||[117]|
Genome_NH48|NonHun48|458|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus flavefaciens|Ruminococcus flavefaciens_007c|7|Ruminococcaceae|Ruminococcus flavefaciens|007c||Cow rumen/UK||[115]|
Genome_NH49|NonHun49|459|Bacteria|Firmicutes|Clostridia|Clostridiales|Ruminococcaceae|Ruminococcus|Ruminococcus flavefaciens|Ruminococcus flavefaciens_C94|7|Ruminococcaceae|Ruminococcus flavefaciens|C94|ATCC 19208|Cow rumen/USA|Type strain|[112]|
Genome_NH50|NonHun50|460|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Lactococcus|Lactococcus lactis subsp. cremoris|Lactococcus lactis subsp. cremoris_DPC6856|7|Streptococcaceae|Lactococcus lactis subsp. cremoris|DPC6856||Cow rumen/Ireland||[118]|
Genome_NH51|NonHun51|461|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_Pearl 11|7|Streptococcaceae|Streptococcus equinus |Pearl 11|ATCC 33317|Cow faeces/UK|Type strain|[119]|
Genome_NH52|NonHun52|462|Bacteria|Firmicutes|Bacilli|Lactobacillales|Streptococcaceae|Streptococcus|Streptococcus equinus|Streptococcus equinus_HC5|7|Streptococcaceae|Streptococcus equinus |HC5||Cow rumen/USA||[120]|
Genome_NH53|NonHun53|463|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Anaerovibrio|Anaerovibrio lipolyticus|Anaerovibrio lipolyticus_5S|7|Veillonellaceae|Anaerovibrio lipolyticus|5S|DSM 3074|Sheep rumen/UK|Type strain||
Genome_NH54|NonHun54|464|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Anaerovibrio|Anaerovibrio lipolyticus|Anaerovibrio lipolyticus_5S|7|Veillonellaceae|Anaerovibrio lipolyticus|5S|DSM 3074|Sheep rumen/UK|Type strain|[121]|
Genome_NH55|NonHun55|465|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Megasphaera|Megasphaera elsdenii|Megasphaera elsdenii_LC1|7|Veillonellaceae|Megasphaera elsdenii |LC1|DSM 20460|Sheep rumen/UK|Type strain|[122]|
Genome_NH56|NonHun56|466|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Schwartzia|Schwartzia succinivorans|Schwartzia succinivorans_S1-1|7|Veillonellaceae|Schwartzia succinivorans|S1-1|DSM 10502|Cow rumen/Sweden|Type strain|[123]|
Genome_NH57|NonHun57|467|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Selenomonas|Selenomonas bovis|Selenomonas bovis_WG|7|Veillonellaceae|Selenomonas bovis|WG|DSM 23594|Yak rumen/China|Type strain|[124]|
Genome_NH58|NonHun58|468|Bacteria|Firmicutes|Negativicutes|Veillonellales|Veillonellaceae|Selenomonas|Selenomonas ruminantium subsp. lactilytica|Selenomonas ruminantium subsp. lactilytica_TAM6421|7|Veillonellaceae|Selenomonas ruminantium subsp. lactilytica |TAM6421||Sheep rumen/Japan||[125]|
Genome_NH59|NonHun59|469|Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Alcaligenaceae|Bordetella|Bordetella trematum|Bordetella trematum_HR18|7|Alcaligenaceae|Bordetella trematum|HR18||Cow rumen/Korea||[126]|
Genome_NH60|NonHun60|470|Bacteria|Proteobacteria|Alphaproteobacteria|Rhizobiales|Brucellaceae|Pseudochrobactrum||Pseudochrobactrum_AO18b|6|Brucellaceae|Pseudochrobactrum sp. |AO18b||Cow rumen/India|||
Genome_NH61|NonHun61|471|Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Campylobacteraceae|Arcobacter|Arcobacter butzleri|Arcobacter butzleri_7h1h|7|Campylobacteraceae|Arcobacter butzleri|7h1h||Cow faeces/UK||[127]|
Genome_NH62|NonHun62|472|Bacteria|Proteobacteria|Gammaproteobacteria|Cellvibrionales|Cellvibrionaceae|Cellvibrio||Cellvibrio_BR|6|Cellvibrionaceae|Cellvibrio sp.|BR||Cow rumen/China|||
Genome_NH63|NonHun63|473|Bacteria|Proteobacteria|Betaproteobacteria|Burkholderiales|Comamonadaceae|Lampropedia|Lampropedia hyalina|Lampropedia hyalina_|7|Comamonadaceae|Lampropedia hyalina||DSM 16112|Dairy fam manure/UK||[128]|
Genome_NH64|NonHun64|474|Bacteria|Proteobacteria|Deltaproteobacteria|Desulfovibrionales|Desulfovibrionaceae|Desulfovibrio|Desulfovibrio desulfuricans subsp. desulfuricans|Desulfovibrio desulfuricans subsp. desulfuricans_Mb|7|Desulfovibrionaceae|Desulfovibrio desulfuricans subsp. desulfuricans* |Mb|ATCC 27774|Sheep rumen/USA||[129]|
Genome_NH65|NonHun65|475|Bacteria|Proteobacteria|Epsilonproteobacteria|Campylobacterales|Helicobacteriaceae|Wolinella|Wolinella succinogenes|Wolinella succinogenes_|7|Helicobacteriaceae|Wolinella succinogenes* ||DSM 1740|Cow rumen/USA|Type strain|[130]|
Genome_NH66|NonHun66|476|Bacteria|Proteobacteria|Gammaproteobacteria|Pseudomonadales|Moraxellaceae|Acinetobacter||Acinetobacter_HR7|6|Moraxellaceae|Acinetobacter sp.|HR7||Cow rumen/Korea||[131]|
Genome_NH67|NonHun67|477|Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Alysiella|Alysiella crassa|Alysiella crassa_S6|7|Neisseriaceae|Alysiella crassa|S6|DSM 2578|Sheep saliva/Australia|Type strain|[132]|
Genome_NH68|NonHun68|478|Bacteria|Proteobacteria|Betaproteobacteria|Neisseriales|Neisseriaceae|Alysiella|Alysiella filiformis|Alysiella filiformis_A1|7|Neisseriaceae|Alysiella filiformis|A1|DSM 16848|Sheep saliva/Australia|Type strain|[132]|
Genome_NH69|NonHun69|479|Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Actinobacillus|Actinobacillus succinogenes|Actinobacillus succinogenes_130Z|7|Pasteurellaceae|Actinobacillus succinogenes* |130Z|DSM 22257|Cow rumen/USA|Type strain|[133]|
Genome_NH70|NonHun70|480|Bacteria|Proteobacteria|Gammaproteobacteria|Pasteurellales|Pasteurellaceae|Basfia|Basfia succiniciproducens|Basfia succiniciproducens_MBEL55E|7|Pasteurellaceae|Basfia succiniciproducens*|MBEL55E||Cow rumen/Korea||[78;134]|
Genome_NH71|NonHun71|481|Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales|Succinivibrionaceae|Succinimonas|Succinimonas amylolytica|Succinimonas amylolytica_VPI 13846|7|Succinivibrionaceae|Succinimonas amylolytica |VPI 13846|DSM 2873|Cow rumen/USA|Type strain|[135]|
Genome_NH72|NonHun72|482|Bacteria|Proteobacteria|Gammaproteobacteria|Aeromonadales|Succinivibrionaceae|Succinivibrio|Succinivibrio dextrinosolvens|Succinivibrio dextrinosolvens_24|7|Succinivibrionaceae|Succinivibrio dextrinosolvens |24|DSM 3072|Cow rumen/USA|Type strain|[45]|
Genome_NH73|NonHun73|483|Bacteria|Synergistetes|Synergistia|Synergistales|Synergistaceae|Synergistes|Synergistes jonesii|Synergistes jonesii_78-1|7|Synergistaceae|Synergistes jonesii |78-1|ATCC 49833|Goat rumen/USA|Type strain|[136]|
Genome_NH74|NonHun74|484|Bacteria|Synergistetes|Synergistia|Synergistales|Synergistaceae|Synergistetes||Synergistetes_Syn_Fa1|6|Synergistaceae|Synergistetes sp.|Syn_Fa1||Cow rumen/Australia||[137]|
Genome_NH75|NonHun75|485|Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema|Treponema saccharophilum|Treponema saccharophilum_PB|7|Spirochaetaceae|Treponema saccharophilum* |PB|DSM 2985|Cow rumen/USA|Type strain|[138]|
Genome_NH76|NonHun76|486|Bacteria|Spirochaetes|Spirochaetia|Spirochaetales|Spirochaetaceae|Treponema||Treponema_JC4|6|Spirochaetaceae|Treponema sp. |JC4||Cow rumen/Australia||[139]|
Genome_NH77|NonHun77|487|Archaea|Euryarchaeota|Thermoplasmata|Methanomassiliicoccales||||Methanomassiliicoccales_ISO4-G1|4|Methanomassiliicoccales|Methanogenic archaeon|ISO4-G1||Sheep rumen/NZ||[140]|
Genome_NH78|NonHun78|488|Archaea|Euryarchaeota|Thermoplasmata|Methanomassiliicoccales||||Methanomassiliicoccales_ISO4-H5|4|Methanomassiliicoccales|Methanogenic archaeon|ISO4-H5||Sheep rumen/NZ||[141]|
Genome_NH79|NonHun79|489|Archaea|Euryarchaeota|Thermoplasmata|Thermoplasmatales||||Thermoplasmatales_BRNA1|4|Methanomassiliicoccales|Thermoplasmatales archaeon|BRNA1||Cow rumen/Australia|||
Genome_NH80|NonHun80|490|Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobacterium|Methanobacterium formicicum|Methanobacterium formicicum_BRM9|7|Methanobacteriaceae|Methanobacterium formicicum|BRM9||Cow rumen/NZ||[142]|
Genome_NH81|NonHun81|491|Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter|Methanobrevibacter boviskoreani|Methanobrevibacter boviskoreani_AbM4|7|Methanobacteriaceae|Methanobrevibacter boviskoreani|AbM4||Sheep abomasum/NZ||[143]|
Genome_NH82|NonHun82|492|Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter|Methanobrevibacter boviskoreani|Methanobrevibacter boviskoreani_JH1|7|Methanobacteriaceae|Methanobrevibacter boviskoreani|JH1|DSM 25824|Cow rumen/Korea|Type strain|[144;145]|
Genome_NH83|NonHun83|493|Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter|Methanobrevibacter gottschalkii|Methanobrevibacter gottschalkii_HO|7|Methanobacteriaceae|Methanobrevibacter gottschalkii|HO|DSM 11977|Horse faeces/USA|Type strain|[82;83]|
Genome_NH84|NonHun84|494|Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter|Methanobrevibacter millerae|Methanobrevibacter millerae_SM9|7|Methanobacteriaceae|Methanobrevibacter millerae |SM9||Sheep rumen/NZ||[146]|
Genome_NH85|NonHun85|495|Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter|Methanobrevibacter olleyae|Methanobrevibacter olleyae_YLM1|7|Methanobacteriaceae|Methanobrevibacter olleyae |YLM1||Lamb rumen/NZ||[147]|
Genome_NH86|NonHun86|496|Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter|Methanobrevibacter ruminantium|Methanobrevibacter ruminantium_M1|7|Methanobacteriaceae|Methanobrevibacter ruminantium*|M1|DSM 1093|Cow rumen/USA|Type strain|[148]|
Genome_NH87|NonHun87|497|Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter|Methanobrevibacter ruminantium|Methanobrevibacter ruminantium_YE286|7|Methanobacteriaceae|Methanobrevibacter ruminantium|YE286||Cow rumen/Australia|||
Genome_NH88|NonHun88|498|Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter||Methanobrevibacter_YE315|6|Methanobacteriaceae|Methanobrevibacter sp.|YE315||Cow rumen/Australia|||
Genome_NH89|NonHun89|499|Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter|Methanobrevibacter thaueri|Methanobrevibacter thaueri_CW|7|Methanobacteriaceae|Methanobrevibacter thaueri|CW|DSM 11995|Cow faeces/USA|Type strain|[82;83]|
Genome_NH90|NonHun90|500|Archaea|Euryarchaeota|Methanobacteria|Methanobacteriales|Methanobacteriaceae|Methanobrevibacter|Methanobrevibacter woesei|Methanobrevibacter woesei_GS|7|Methanobacteriaceae|Methanobrevibacter woesei|GS|DSM 11979|Goose faeces/USA|Type strain|[82;83]|
Genome_NH91|NonHun91|501|Archaea|Euryarchaeota|Methanomicrobia|Methanosarcinales|Methanosarcinaceae|Methanosarcina|Methanosarcina barkeri|Methanosarcina barkeri_CM1|7|Methanosarcinaceae|Methanosarcina barkeri|CM1||Cow rumen/NZ||[149]|
